city,tag,dup,matched,name,host,url,snippet,notes
spokane,weak:op-hours-or-nav,,11AM–10PM,Vieux Carre NOLA Kitchen,vieuxcarrespokane.com,https://vieuxcarrespokane.com/,nday brunch MONDAY–THURSDAY – 11AM–10PM FRIDAY–SATURDAY – 11AM–11PM SUNDAY – 9AM–9PM Reservations 50,
scottsdale,weak:op-hours-or-nav,,special,Pizzería Virtu,virtuscottsdale.com,https://www.virtuscottsdale.com/private-dining/,"plays throughout; perfect for special celebrations, holiday parties and exclusive business events. S",
tucson,weak:op-hours-or-nav,,Special,Wilbur's Grill,viscountsuite.com,http://www.viscountsuite.com/,"oms , 1 Guest Guests per Room Special Rates Search New! Road Trip Planner The Easiest Way to Book &",
five-cities,weak:op-hours-or-nav,,daily,Vista Steak and Seafood,vistapismobeach.com,https://www.vistapismobeach.com/,. Vista sources fresh seafood daily in order to provide the highest quality product to their custome,
scottsdale,weak:op-hours-or-nav,,Specials,Vito’s Pizza & Italian Ristorante,vitospizza.com,https://vitospizza.com/locations/scottsdale/,Club Vito’s Gift Cards Weekly Specials Catering Locations MENU Vito’s Mesa Vito’s Gilbert Vito&#8217,
scottsdale,weak:op-hours-or-nav,,5 pm - 9 pm,Voila French Bistro,voilafrenchbistro.com,http://www.voilafrenchbistro.com/,onday Closed Tuesday Dinner : 5 pm - 9 pm Wednesday Dinner : 5 pm - 9 pm Thursday Dinner : 5 pm - 9,
tacoma,weak:op-hours-or-nav,,special,Vuelve a la Vida - Tacoma,vuelvealavidawa.com,http://www.vuelvealavidawa.com/,! Join us every Tuesday for a special offer in all our taco selection! Ideal to share a fun time wit,
phoenix-central,weak:op-hours-or-nav,,special,Walter Where?House,walterwherehouse.com,https://www.walterwherehouse.com/,"g Gigantic: 360 house party w special guest Smoakland Sat Aug 1 Big Gigantic, Smoakland Supporting T",
spokane,weak:op-hours-or-nav,DUP,DAILY,El Que,wedonthaveone.com,https://wedonthaveone.com/el-que/,sour cream 2 tortilla chips 3 DAILY SPECIALS bebidas del dia gringo monday – $3 PBR tallboy tecate t,
spokane,weak:op-hours-or-nav,DUP,specials,The Elk,wedonthaveone.com,http://wedonthaveone.com/the-elk/,"oy one of our creative weekly specials, homemade soups and inventive cocktails. Whether it’s a 1 st",
spokane,weak:op-hours-or-nav,DUP,Daily,Two Seven Public House,wedonthaveone.com,http://wedonthaveone.com/the-two-seven/,"r. Previous Next Open at 11am Daily 2727 South Mt. Vernon #5 Spokane, WA 99223 509-473-9766 VIEW DIR",
five-cities,weak:op-hours-or-nav,,daily,Jalapenos Mexican Restaurant,wegodelivers.com,https://www.wegodelivers.com/restaurant/jalapenosgroverbeach,Us Download Our App! and get daily specials! My Account Profile Addresses Credit Cards Order Histor,
tacoma,weak:op-hours-or-nav,,specials,West End Pub,westendpubtacoma.com,http://westendpubtacoma.com/,b! Check our socials for food specials! HOURS Monday - Thursday: 11:00 a.m. to midnight. Friday: 11,
spokane,weak:op-hours-or-nav,,4pm-9pm,Wild Sage Bistro,wildsagebistro.com,http://www.wildsagebistro.com/,g Dinner Seven Nights a Week. 4pm-9pm Nightly Book Now Wild Sage is a locally owned and operated Ame,
tacoma,weak:op-hours-or-nav,,Special,Woobling Korean BBQ - Tacoma Mall,woobling.com,https://woobling.com/all-you-can-eat-menu,Beef Large Intestine Premium Special Dish Scallop Mini Seafood Pancake Mini Kimchi Pancake Korean S,
oakland,weak:op-hours-or-nav,,11-9PM,Woo Can Cook,woocancook.com,https://woocancook.com/eats,y: 11-7:30PM Tuesday-Saturday 11-9PM Sunday 9:30-7:30PM Sun>=1 · Sun>=8,
phoenix-central,weak:op-hours-or-nav,,daily,Wren & Wolf,wrenandwolf.com,https://www.wrenandwolf.com/,d pastry at Wren part of your daily ritual or join the Valleys other movers and shakers for a power,
phoenix-central,weak:op-hours-or-nav,,5-9 PM,Geordie's at Wrigley Mansion,wrigleymansion.com,http://www.wrigleymansion.com/,Hours GEORDIE’S: Thurs & Sun 5-9 PM•Fri/Sat 5-10 PM Geordie’s Lounge: Thurs–Sun 4:30 PM•Aperitvo to,
five-cities,weak:op-hours-or-nav,,special,Yanagi Sushi & Grill,yanagisushingrill.com,https://www.yanagisushingrill.com/,that is equally perfect for a special celebration or a mid-week craving. ONLINE ORDERING AVAILABLE O,
san-luis-obispo,weak:op-hours-or-nav,,daily,Yanagi Sushi,yanagisushislo.com,https://www.yanagisushislo.com/,"re to keep an eye out for the daily sushi offerings and our Chef&rsquo;s Specials, too! Have a taste",
phoenix-central,weak:op-hours-or-nav,,12pm - 9pm,Yin's Chinese Restaurant,yinschinesephoenix.com,http://www.yinschinesephoenix.com/,ns. Hours of Operation Sunday 12pm - 9pm Monday Closed Tuesday - Saturday 11am - 9pm Contact Us For,
tucson,weak:op-hours-or-nav,,special,"Your Mom's House, Bar & Grill",ymhtucson.com,https://ymhtucson.com/,"ries! Choose us for your next special occasion or get-together. Got a birthday party, rehearsal dinn",
scottsdale,weak:op-hours-or-nav,,11AM-8PM,Yo Pauly's New York Pizza Co,yopaulysnypc.com,http://yopaulysnypc.com/,"th St. & Via Linda | Sun-Tue: 11AM-8PM & Wed-Sat: 11AM-9PM 4040 W Ray Road, Chandler AZ | Sun-Tue: 1",
spokane,weak:op-hours-or-nav,,11AM - 10PM,Fieldhouse Pizza & Pub - North Spokane,yourfieldhouse.com,https://www.yourfieldhouse.com/,"pokane, WA 99205 509-474-1991 11AM - 10PM EVERYDAY Liberty Lake 1235 N. Liberty Lake Rd. Liberty Lak",
spokane,weak:op-hours-or-nav,,8AM-3PM,Zozo's Sandwich House,zozossandwichhouse.com,http://zozossandwichhouse.com/,. Full Name * Email * Mon-Sat 8AM-3PM Closed Sunday (509) 413-2558 Facebook Instagram 2501 N Monroe,
oakland,exclude-by-rule,,6PM-1AM,811 Oakland Event Venue,811parliament.com,https://www.811parliament.com/,ing Events JUNE 2026 JUNE 10 [6PM-1AM] Wednesday TICKETS RSVP JUNE 13 [10PM-2AM] Saturday TICKETS RS,
phoenix-central,exclude-by-rule,,5PM - 9PM,Centrico,centricophx.com,http://centricophx.com/,A PRIVATE PARTY HOURS Monday 5PM - 9PM Tuesday 11AM - 9PM Wednesday 11AM - 9PM Thursday 11AM - 9PM,
tucson,exclude-by-rule,,happy hours,Cielos,cielostucson.com,https://www.cielostucson.com/,"ekend brunches with loved ones, relaxed happy hours featuring local drinks and bites, or private events in our stunning desert-ins",
scottsdale,exclude-by-rule,,Happy Hour,Corso Italia Restaurant & Market,corsoitalia1.com,https://corsoitalia1.com/specials,istorante About Ristorante Menu Reserve Happy Hour Private Dining Events Reserve Market About Market Panini Menu Light Fare Menu C,
scottsdale,exclude-by-rule,,happy hour,Eddie V's Prime Seafood,eddiev.com,https://www.eddiev.com/cocktails-with-attitude,ontent menu reservations private dining happy hour find a restaurant change location log in Cart 0 items in cart Your Cart is Empt,
scottsdale,exclude-by-rule,DUP,Specials,Phils Grill,grayhawkgolf.com,https://grayhawkgolf.com/dining/phils-grill/,ub Shipping Rental Clubs Golf Specials Dining Overview Quill Creek Café Phil’s Grill Isabella’s Kitc,
scottsdale,exclude-by-rule,DUP,Specials,Quill Creek Cafe,grayhawkgolf.com,https://grayhawkgolf.com/dining/quill-creek-cafe/,ub Shipping Rental Clubs Golf Specials Dining Overview Quill Creek Café Phil’s Grill Isabella’s Kitc,
oakland,exclude-by-rule,,Special,Hong Kong East Ocean Seafood Restaurant,hkeo.com,https://www.hkeo.com/,andard Menu Bar Cocktail Menu Specialty Menu Dim Sum Dinner 點心 Dim Sum Lunch 點心 Banquets / Parties W,
spokane,exclude-by-rule,,Specials,Illinois Ave Bar & Grill,illinoisave.com,http://www.illinoisave.com/,0 Skip to Content Menu Specials Private Parties Our Story Open Menu Close Menu Menu Specials,
scottsdale,exclude-by-rule,,Special,Inn at Eagle Mountain,innateaglemountain.com,https://www.innateaglemountain.com/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,Skip to Content Our Suites Special Offers Eat & Drink Desert Decanter at Eagle Mountain Spa Golf,
oakland,exclude-by-rule,,happy hours,Lovely’s,lovelysburgers.com,https://www.lovelysburgers.com/oakland,"space is ideal for company gatherings, happy hours, engagement parties, and birthday celebrations. Optional garage add ons: Priva",
scottsdale,exclude-by-rule,,SPECIAL,Piñon Grill,millenniumhotels.com,https://www.millenniumhotels.com/en/scottsdale/the-mccormick-scottsdale/dining-information/,vents Meeting Offers Weddings SPECIAL MEMBER RATES BOOK DIRECT HERE FOR FREE WIFI EARN POINTS REDEEM,
oakland,exclude-by-rule,,special,Montclair Golf Enterprises,montclairgc.com,https://montclairgc.com/,"r your next banquet, meeting, special event, or casual afternoon out. We’re open for lunch and dinne",
tucson,exclude-by-rule,,special,Mulligans,mulliganstucson.com,https://mulliganstucson.com/tucson-golf-links-and-harrison-mulligans-drink-menu,-preloader.min.js · To host a special event · To get a special event catered · https://mulliganstucs,
oakland,exclude-by-rule,,happy hour,Continental Club,oaklandcontinentalclub.com,https://oaklandcontinentalclub.com/oakland-corporate-events-venue-buyout/,"to worry about a rival brand hosting a happy hour in the next room. Zero Distractions: Your brand controls every screen, every sp",
scottsdale,exclude-by-rule,,Special,Old Town Tortilla Factory,oldtowntortillafactory.com,http://oldtowntortillafactory.com/,own Tortilla Factory Our Menu Special Events Large Parties Corporate Functions Wedding Rehearsals Ev,
spokane,exclude-by-rule,,01 pm – 02 am,Press Public House,presspubhouse.com,https://www.presspubhouse.com/,747-7737 Hours Monday–Friday 01 pm – 02 am Saturday–Sunday 10 am – 02 am Private Events: Elevate yo,
five-cities,exclude-by-rule,,4 - 10 p.m.,Puffer's of Pismo,puffersofpismo.com,https://www.puffersofpismo.com/,"event info HOURS Wed., Thurs. 4 - 10 p.m. Fri & Sat: 4 p.m. - Midnight Sun: 4 - 9 p.m. Private Parti",
spokane,exclude-by-rule,,special,Soulful Soups & Spirits,soulfulsoupspnw.com,https://soulfulsoupspnw.com/,ce to host a private event or special occasion? We can accommodate up to 50 people and you can reser,
scottsdale,exclude-by-rule,,Special,Tash,talkingstickresort.com,https://talkingstickresort.com/dining/tash/,e See & Do The Spa Golf Pools Special Offers Cultural Center Fitness Center Activities and Attractio,
oakland,dead/notyet,,Happy Hour,Obelisco Restaurant,obeliscorestaurant.com,http://obeliscorestaurant.com/,Happy Hour coming soon.... · Online Menu · /shop/online-menu/PECDCFSD5RSQ52B33LWMYOB7 · To,
